YEAR,"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
2020,23343,11780,11563,30437,2651,68,1635,650,298,27786,257,1205,1316,379,102,2419,2419,0,22108,30437,1191,2407,2136,618,1509,25854,30437,27399,315,11,6,12,1,1233,114,45,715,87,44,122,106,1356,379,325,54,0,0,993,23123,27399,3038,141,604,929,469,3038,30437,1713,1313,24627,23963,12184,11779,96.7,23963,1879,23346,5496,3746,3326,1525,2432,1708,6160,3185,4995,2716,2279,83.9,4995,1367,443,15092,15345,36.9,101.7,6474,2304,13771,98312
2020,3265,888,2377,3270,483,168,165,131,19,2787,32,10,134,10,0,110,110,0,2491,3270,109,33,155,38,369,2790,3270,3062,32,0,0,0,0,10,0,0,0,0,0,0,10,134,10,10,0,0,0,271,2605,3062,208,0,66,0,10,208,3270,5,260,3265,3265,888,2377,267.7,3265,2534,2432,236,217,18,0,0,0,0,0,0,0,0,-,0,0,0,888,2382,22.5,268.2,5,0,21,98314
2020,5148,1166,3982,6825,1177,72,605,260,240,5648,71,125,412,19,19,745,716,29,4257,6825,325,534,676,231,678,5703,6825,5777,71,0,0,0,0,125,0,4,64,2,0,21,34,412,19,19,0,0,0,346,4804,5777,1048,0,254,131,93,1048,6825,256,441,5355,5241,1246,3995,320.6,5241,2502,4484,1735,565,108,425,27,0,0,0,0,0,0,-,0,0,0,2060,4765,22.9,231.3,1584,766,1271,98315
2020,1163,564,599,1357,30,0,18,12,0,1327,32,8,0,0,0,71,65,6,1216,1357,94,24,9,0,9,1302,1357,1284,44,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,3,1229,1284,73,0,42,8,9,73,1357,39,17,1192,1180,577,603,104.5,1180,13,1169,56,123,226,96,58,132,642,378,567,288,279,96.9,567,135,54,663,694,60.6,104.7,177,30,1356,98320
2020,11974,5963,6011,15976,1137,0,872,116,149,14839,114,117,98,57,72,530,530,0,13851,15976,181,470,193,104,478,15243,15976,15307,114,8,0,0,0,117,0,0,11,56,1,36,13,106,57,0,40,0,17,339,14574,15307,669,0,67,329,87,669,15976,983,934,12586,12304,6152,6152,100,12304,551,11731,2249,2609,2013,1199,1699,785,2288,1227,1906,1139,767,67.3,1906,463,216,8262,7714,38.4,93.4,3672,1048,6106,98321
2020,540,248,292,757,28,0,28,0,0,729,0,2,0,0,0,3,3,0,724,757,0,5,0,3,0,755,757,754,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,752,754,3,0,0,0,0,3,757,64,42,571,541,249,292,117.3,541,13,537,106,121,98,78,50,27,147,87,122,42,80,190.5,122,30,5,337,420,38.6,124.6,216,36,277,98323
2020,1135,524,611,1321,33,0,33,0,0,1288,0,2,7,1,0,36,36,0,1242,1321,36,2,7,1,7,1304,1321,1285,0,0,0,0,0,2,0,0,2,0,0,0,0,7,1,0,0,1,0,7,1268,1285,36,0,36,0,0,36,1321,30,44,1182,1166,555,611,110.1,1166,60,1130,39,137,115,73,121,262,604,361,415,87,328,377,415,39,15,619,702,60.2,113.4,155,25,725,98325
2020,619,336,283,840,245,0,114,131,0,595,111,0,0,0,0,11,11,0,473,840,134,0,0,0,157,622,840,779,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,561,779,61,0,11,0,0,61,840,61,0,649,649,336,313,93.2,649,47,649,198,45,119,103,23,75,172,132,142,81,61,75.3,142,10,0,448,392,32.7,87.5,191,27,437,98326
2020,6502,3185,3317,9514,1296,0,709,310,277,8218,20,701,784,131,15,531,531,0,6036,9514,152,1164,1067,334,332,7287,9514,8757,85,52,0,0,0,701,0,58,182,145,145,171,0,856,286,286,0,0,0,185,6644,8757,757,0,19,362,158,757,9514,736,630,7124,6874,3457,3417,98.8,6874,511,6559,1592,1523,1291,902,396,444,1257,341,884,395,489,123.8,884,390,153,4785,4729,33.4,98.8,2640,605,4123,98327
2020,7775,3799,3976,10763,583,45,291,222,25,10180,168,99,114,9,72,644,644,0,9074,10763,340,258,383,102,283,10194,10763,9967,168,0,0,0,0,107,0,26,31,13,12,10,15,120,24,0,24,0,0,150,9398,9967,796,0,171,151,262,796,10763,991,681,8287,7955,3924,4031,102.7,7955,640,7576,1149,1365,1538,662,994,554,1848,1005,1482,756,726,96,1482,309,168,5387,5376,40.4,99.8,2808,707,4237,98328
2020,8603,4214,4389,11063,415,76,190,127,22,10648,68,235,213,0,3,695,578,117,9434,11063,118,727,292,18,199,10430,11063,10342,68,58,0,0,0,235,0,59,19,9,0,140,8,213,0,0,0,0,0,56,9770,10342,721,0,50,431,36,721,11063,614,740,8894,8716,4274,4442,103.9,8716,674,8369,1252,1313,1230,629,812,1023,2690,1443,2115,1041,1074,103.2,2115,386,286,5285,5778,42.2,109.3,2347,661,4274,98329
2020,92,28,64,92,0,0,0,0,0,92,0,0,0,0,0,46,46,0,46,92,46,0,0,0,0,92,92,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,0,46,0,0,46,92,0,13,92,92,28,64,228.6,92,0,79,18,0,15,0,0,46,46,0,0,0,0,-,0,0,0,28,64,58,228.6,0,0,143,98330
2020,4816,2225,2591,6228,850,0,750,75,25,5378,466,69,212,8,0,383,365,18,4240,6228,773,106,321,16,200,5275,6228,5767,501,0,0,0,0,69,0,2,1,0,4,62,0,212,8,7,0,1,0,132,4845,5767,461,27,245,37,76,461,6228,403,318,5178,5010,2329,2681,115.1,5010,290,4842,1192,883,793,356,280,522,1326,543,932,450,482,107.1,932,322,67,2914,3314,38.4,113.7,1218,259,2792,98331
2020,14555,7911,6644,18940,945,20,672,220,33,17995,78,970,265,30,8,834,817,17,15810,18940,382,1656,339,165,358,17243,18940,17878,82,0,0,0,24,979,98,106,355,111,115,194,0,289,30,26,0,4,0,244,16254,17878,1062,0,245,494,26,1062,18940,980,1040,15609,15108,8262,6846,82.9,15108,435,14679,1946,2228,2825,1122,1280,1435,5467,2934,4584,2481,2103,84.8,4584,1136,514,10152,8788,47.3,86.6,3832,1065,7432,98332
2020,2888,1446,1442,3613,129,14,13,47,55,3484,42,43,0,0,11,163,152,11,3225,3613,127,103,11,22,22,3495,3613,3446,42,0,0,0,30,43,8,10,9,13,3,0,0,0,0,0,0,0,0,11,3350,3446,167,0,85,38,11,167,3613,195,233,2966,2901,1446,1455,100.6,2901,142,2777,272,495,558,188,256,390,880,423,708,331,377,113.9,708,245,40,1743,1870,48,107.3,712,176,1535,98333
2020,20441,11098,9343,27098,1417,78,760,519,60,25681,255,760,106,90,83,2274,2143,131,22113,27098,872,2170,777,250,539,25403,27098,24661,332,56,0,0,0,840,67,141,102,125,158,159,88,106,90,70,3,16,1,216,23077,24661,2437,2,450,839,319,2437,27098,1655,1538,21406,20819,11312,9507,84,20819,1056,20148,2634,3223,3424,2026,1568,1964,7645,4071,6446,3935,2511,63.8,6446,1684,691,14341,12757,44.6,89,6279,1564,11282,98335
2020,654,330,324,824,0,0,0,0,0,824,42,0,0,0,0,20,20,0,762,824,62,0,0,0,0,782,824,804,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,804,20,0,20,0,0,20,824,47,42,680,654,330,324,98.2,654,18,639,144,46,104,59,38,76,266,186,228,88,140,159.1,228,32,10,365,459,48.5,125.8,170,22,331,98336
2020,6092,2648,3444,7223,968,0,805,120,43,6255,24,394,434,18,0,415,407,8,4970,7223,366,485,680,25,487,5893,7223,6510,58,0,0,0,0,394,0,0,304,0,7,83,0,434,18,18,0,0,0,208,5398,6510,713,0,107,86,229,713,7223,232,287,6399,6342,2805,3537,126.1,6342,860,6042,2104,895,717,193,382,596,1001,448,630,345,285,82.6,630,107,75,3141,4082,33,130,881,327,3868,98337
2020,21885,10428,11457,28999,2709,29,1660,927,93,26290,223,716,1047,0,64,1672,1590,82,22568,28999,1033,1483,1614,193,1210,26069,28999,26633,318,10,0,31,0,792,10,67,226,80,86,235,88,1056,8,0,8,0,0,639,23820,26633,2366,41,524,623,271,2366,28999,1798,2058,22958,22122,10594,11528,108.8,22122,1566,21029,3416,3713,4196,1855,1974,2645,5396,2163,3796,1831,1965,107.3,3796,1192,441,14062,14937,40.5,106.2,6877,1982,10491,98338
2020,2808,1411,1397,3277,101,0,64,37,0,3176,14,80,6,5,8,461,461,0,2602,3277,391,92,95,5,85,3152,3277,2811,14,14,0,0,0,80,16,0,43,21,0,0,0,6,5,5,0,0,0,8,2698,2811,466,0,377,0,0,466,3277,83,109,2886,2845,1439,1406,97.7,2845,168,2810,456,396,231,127,410,289,1020,476,864,528,336,63.6,864,298,90,1645,1632,52.2,99.2,432,144,1649,98339
2020,3036,1513,1523,3421,155,0,70,62,23,3266,70,73,0,0,0,70,70,0,3053,3421,122,107,0,11,41,3210,3421,3351,97,0,0,0,6,73,0,33,0,40,0,0,0,0,0,0,0,0,0,41,3140,3351,70,0,25,34,0,70,3421,80,48,3197,3170,1647,1523,92.5,3170,109,3100,85,156,269,89,366,180,2105,1119,1984,1062,922,86.8,1984,489,376,1772,1649,68.1,93.1,251,55,1882,98340
2020,1061,569,492,1276,14,0,0,10,4,1262,17,16,7,3,0,65,58,7,1154,1276,39,48,11,3,8,1233,1276,1210,17,0,0,0,0,16,3,0,3,3,3,4,0,7,3,0,0,0,3,0,1167,1210,66,0,22,32,4,66,1276,70,72,1109,1072,572,500,87.4,1072,36,1044,104,101,163,47,88,168,492,259,392,222,170,76.6,392,83,50,665,611,55.5,91.9,204,35,761,98342
2020,315,126,189,339,39,0,39,0,0,300,0,0,0,0,0,0,0,0,300,339,0,0,0,0,9,330,339,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,330,339,0,0,0,0,0,0,339,0,0,315,315,126,189,150,315,129,315,44,8,0,24,50,43,59,16,41,17,24,141.2,41,0,25,126,213,29.9,169,24,0,239,98345
2020,7720,3981,3739,9273,484,0,320,120,44,8789,519,184,24,10,3,609,609,0,7440,9273,810,587,61,16,246,8321,9273,8529,551,2,0,3,0,184,0,116,66,0,0,2,0,24,10,0,0,10,0,159,7601,8529,744,5,233,383,31,744,9273,346,482,8054,7875,4055,3820,94.2,7875,451,7607,964,1003,1125,428,810,865,2937,1606,2481,1324,1157,87.4,2481,636,239,4731,4542,52.2,96,1398,318,4273,98346
2020,3921,1965,1956,5090,244,0,119,93,32,4846,0,195,0,0,0,328,328,0,4323,5090,226,214,61,23,109,4879,5090,4668,0,0,0,0,0,195,0,1,129,0,0,65,0,0,0,0,0,0,0,15,4458,4668,422,1,225,19,60,422,5090,364,87,4216,4148,2191,1957,89.3,4148,109,4118,1079,540,435,362,353,393,1527,760,1228,605,623,103,1228,391,77,2582,2508,42.1,97.1,942,140,2879,98349
2020,330,181,149,520,28,0,27,1,0,492,433,0,2,5,0,31,31,0,21,520,491,0,6,13,0,41,520,489,460,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0,0,22,489,31,4,19,0,0,31,520,70,51,368,330,181,149,82.3,330,27,313,71,61,64,45,20,13,70,33,64,48,16,33.3,64,31,0,256,264,31.1,103.1,190,34,155,98350
2020,1235,610,625,1619,9,0,9,0,0,1610,0,0,23,0,0,345,345,0,1242,1619,345,13,23,0,9,1596,1619,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1242,1265,354,0,332,0,0,354,1619,114,75,1310,1235,610,625,102.5,1235,0,1235,100,128,195,91,88,143,663,510,581,220,361,164.1,581,56,15,806,813,56.1,100.9,384,104,897,98351
2020,18,0,18,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,18,0,0,18,18,0,18,-,18,0,18,18,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,18,-,-,0,0,18,98353
2020,5619,2824,2795,7551,768,0,725,5,38,6783,19,566,106,126,0,372,357,15,5594,7551,240,726,161,126,184,6599,7551,7066,82,0,0,0,0,566,126,0,172,104,46,118,0,106,126,126,0,0,0,56,6130,7066,485,0,158,159,39,485,7551,498,361,5950,5882,2932,2950,100.6,5882,357,5725,1341,1078,864,429,482,497,1435,577,1125,704,421,59.8,1125,308,240,3796,3755,37.5,98.9,1669,519,3039,98354
2020,645,320,325,846,10,0,0,0,10,836,0,0,0,0,0,141,141,0,695,846,35,0,39,67,0,846,846,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,705,141,0,35,0,39,141,846,58,67,645,645,320,325,101.6,645,0,623,26,241,19,60,73,110,264,144,154,66,88,133.3,154,0,10,408,438,44.6,107.4,201,38,547,98355
2020,1626,774,852,2016,210,10,190,10,0,1806,7,0,0,0,0,216,216,0,1583,2016,187,68,8,0,125,1949,2016,1700,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1636,1700,316,3,172,68,0,316,2016,126,45,1686,1660,787,873,110.9,1660,112,1638,264,194,249,88,73,259,659,342,509,281,228,81.1,509,108,59,943,1073,49.9,113.8,356,97,1025,98356
2020,1181,584,597,1638,120,0,91,0,29,1518,1264,0,0,0,0,95,95,0,159,1638,1414,0,0,0,30,337,1638,1495,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,194,1495,143,0,117,0,0,143,1638,89,114,1215,1181,584,597,102.2,1181,184,1047,162,196,173,166,88,118,295,148,201,124,77,62.1,201,53,0,810,828,32.5,102.2,457,147,624,98357
2020,754,377,377,943,0,0,0,0,0,943,5,0,0,0,0,0,0,0,938,943,5,0,0,0,0,938,943,943,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,943,0,0,0,0,0,0,943,88,24,767,761,377,384,101.9,761,17,753,35,68,138,57,129,82,354,196,290,142,148,104.2,290,69,25,471,472,57.6,100.2,182,15,665,98358
2020,3786,1801,1985,5065,319,0,175,144,0,4746,131,35,10,62,0,103,103,0,4405,5065,224,90,25,62,11,4781,5065,4941,177,0,0,17,9,35,0,8,2,0,23,0,2,10,62,43,19,0,0,0,4657,4941,124,0,43,51,15,124,5065,307,210,3920,3836,1823,2013,110.4,3836,143,3752,501,659,679,428,488,447,1194,704,873,388,485,125,873,158,11,2407,2658,43.9,110.4,1229,330,1928,98359
2020,10344,5315,5029,14084,1120,17,798,282,23,12964,157,191,106,10,0,709,709,0,11791,14084,434,466,271,214,114,13337,14084,13341,245,0,0,0,0,191,0,0,144,5,19,23,0,117,10,10,0,0,0,102,12676,13341,743,0,189,184,154,743,14084,826,916,10933,10657,5497,5160,93.9,10657,642,10101,2039,1913,2147,1158,741,836,2334,1248,1949,1020,929,91.1,1949,566,135,7382,6702,38.2,90.8,3427,917,5156,98360
2020,664,336,328,696,0,0,0,0,0,696,0,0,0,0,0,34,5,29,662,696,5,0,0,0,29,696,696,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,662,34,0,5,0,0,34,696,0,0,664,664,336,328,97.6,664,0,664,60,74,43,0,134,65,295,175,288,147,141,95.9,288,94,19,336,360,60.2,107.1,32,32,1600,98361
2020,19986,10147,9839,24997,2000,28,1294,592,86,22997,424,382,276,10,113,833,790,43,20959,24997,896,617,495,79,948,23161,24997,23909,424,7,0,0,41,417,32,33,167,87,35,19,44,331,10,10,0,0,0,620,22107,23909,1088,0,424,147,103,1088,24997,1092,1159,20999,20410,10426,9984,95.8,20410,1297,19713,2906,2719,2584,1443,2151,2103,7695,3649,6281,3467,2814,81.2,6281,2022,610,12611,12386,47.8,98.2,4587,1262,11743,98362
2020,11366,5612,5754,14295,657,14,469,99,75,13638,1019,164,89,11,0,645,645,0,11710,14295,1618,323,197,16,38,12820,14295,13585,1106,0,0,53,3,164,0,40,59,0,56,2,7,130,11,11,0,0,0,26,12148,13585,710,26,467,153,34,710,14295,851,897,11861,11539,5701,5838,102.4,11539,479,11036,1612,1863,1736,774,1111,1255,3812,1934,3123,1568,1555,99.2,3123,835,354,7082,7213,45.5,101.8,2756,594,6948,98363
2020,40,20,20,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,82,82,0,0,0,0,0,82,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0,0,0,0,0,82,0,22,62,40,20,20,100,40,0,40,0,0,40,20,0,0,0,0,0,0,0,-,0,0,0,40,42,18,105,42,0,40,98364
2020,4309,2304,2005,4816,326,18,184,124,0,4490,58,114,0,0,15,59,43,16,4244,4816,58,157,0,18,48,4594,4816,4757,58,0,0,0,0,114,0,26,71,17,0,0,0,0,18,18,0,0,0,32,4535,4757,59,0,0,43,0,59,4816,156,126,4392,4368,2350,2018,85.9,4368,9,4289,274,218,325,94,478,578,2777,1466,2407,1205,1202,99.8,2407,810,131,2583,2233,65,86.4,448,151,3048,98365
2020,27010,13147,13863,35523,2960,45,2061,629,225,32563,252,1463,829,585,92,2583,2559,24,26759,35523,1225,2716,1549,1124,678,31630,35523,32443,305,11,74,0,16,1595,0,138,805,299,86,267,0,861,595,458,56,0,81,306,28781,32443,3080,26,738,835,463,3080,35523,2096,1925,28462,27688,13618,14070,103.3,27688,2397,26620,5425,4691,4153,2290,2520,2067,7179,3219,5804,3263,2541,77.9,5804,1870,715,17766,17757,38.2,99.9,7835,2155,14778,98366
2020,23434,11275,12159,30447,1689,74,1280,277,58,28758,136,1174,244,326,18,1991,1806,185,24869,30447,641,2387,663,557,750,27657,30447,28307,148,19,12,0,13,1216,0,129,585,217,215,38,32,292,326,77,123,126,0,503,25822,28307,2140,11,482,833,142,2140,30447,1751,1785,24949,24109,11803,12306,104.3,24109,1266,23146,4269,3954,4452,1894,2483,2375,5934,3269,4671,2517,2154,85.6,4671,1233,169,15084,15363,41.3,101.8,6338,1547,12494,98367
2020,13836,7246,6590,16070,603,0,401,158,44,15467,108,177,113,2,28,384,352,32,14655,16070,241,320,209,2,282,15444,16070,15662,108,0,0,48,0,177,60,58,20,26,12,1,0,113,2,0,0,2,0,226,15036,15662,408,0,123,133,86,408,16070,594,551,14522,14214,7497,6717,89.6,14214,575,13975,1513,1383,1688,463,1178,1978,7012,3482,5695,3051,2644,86.7,5695,1622,591,8411,7659,59.1,91.1,1856,452,9209,98368
2020,24674,12535,12139,32044,2676,26,1825,682,143,29368,233,788,269,169,15,1708,1645,63,26186,32044,843,1639,640,346,1498,29541,32044,29715,283,0,0,0,0,790,7,40,421,130,89,60,43,284,169,111,9,15,34,843,27346,29715,2329,5,487,637,287,2329,32044,2191,1809,26138,25364,13066,12298,94.1,25364,1480,24558,3559,4231,4328,1667,2425,2405,7761,3917,6371,3501,2870,82,6371,1938,516,16327,15717,43.9,96.3,6680,1578,14001,98370
2020,16680,8711,7969,21764,1539,19,1044,281,195,20225,97,1439,697,93,81,946,930,16,16872,21764,602,1872,981,165,421,19039,21764,20579,148,26,0,0,0,1463,52,78,215,44,544,469,61,697,97,63,8,22,4,256,17918,20579,1185,9,356,260,233,1185,21764,1364,1098,17811,17374,9076,8298,91.4,17374,1025,16799,3250,3096,2816,1164,1537,1475,4654,2422,3769,2196,1573,71.6,3769,932,415,11331,10433,39.9,92.1,4390,1170,8806,98371
2020,20331,10210,10121,26823,1714,43,1287,311,73,25109,470,1343,357,29,265,1324,1324,0,21321,26823,976,1947,967,193,714,23919,26823,25149,470,0,0,0,8,1374,429,34,327,100,119,147,218,394,61,0,16,29,16,553,22297,25149,1674,0,382,332,445,1674,26823,1336,1686,22043,21308,10743,10565,98.3,21308,1816,20581,4332,2708,4338,1389,1777,1732,5237,2432,4204,2349,1855,79,4204,1420,352,13600,13223,40.2,97.2,5515,1505,10696,98372
2020,19315,10343,8972,27196,2890,43,2161,639,47,24306,122,2021,511,156,0,2160,1887,273,19336,27196,926,3238,1356,626,1073,23323,27196,24304,122,0,0,0,85,2043,99,240,789,181,354,300,80,526,179,0,48,23,108,478,20956,24304,2892,111,438,632,342,2892,27196,2323,1990,21344,20441,10914,9527,87.3,20441,1853,19383,3938,4131,3677,1606,1554,1425,4060,1975,3184,1799,1385,77,3184,758,451,13316,13880,35.8,104.2,6755,1515,10190,98373
2020,30598,15945,14653,44293,4667,23,3482,786,376,39626,213,2054,1164,762,97,3013,2948,65,32323,44293,1000,3466,2500,1014,2413,37949,44293,40571,270,0,43,53,0,2077,290,166,390,261,421,319,230,1181,796,105,134,228,329,1802,34445,40571,3722,0,445,1163,980,3722,44293,3367,3529,33548,32059,16757,15302,91.3,32059,2321,30295,5634,6871,4836,3362,2994,2584,7267,3228,5659,3217,2442,75.9,5659,1600,831,22636,21657,36.2,95.7,12234,3136,15638,98374
2020,20789,10280,10509,32349,3900,31,2915,439,515,28449,90,2895,1957,326,61,3170,3021,149,19950,32349,715,4660,3270,936,2234,25316,32349,27970,113,0,0,0,0,2966,327,111,696,141,304,1278,109,2023,326,68,15,130,113,1120,21422,27970,4379,110,339,1148,917,4379,32349,2938,2441,23408,22232,11095,11137,100.4,22232,1571,21025,5769,4883,3738,2742,1187,1555,3594,1940,2646,1471,1175,79.9,2646,472,234,15703,16646,31.9,106,10117,2879,10620,98375
2020,1732,870,862,2176,36,0,36,0,0,2140,8,103,0,0,0,174,174,0,1855,2176,84,158,43,18,28,2037,2176,2002,8,0,0,0,0,103,22,16,24,0,0,3,38,0,0,0,0,0,0,28,1863,2002,174,0,76,37,43,174,2176,146,82,1841,1795,924,871,94.3,1795,67,1754,197,179,354,93,221,123,742,414,638,329,309,93.9,638,141,83,1157,1019,52.1,88.1,381,76,1401,98376
2020,1705,771,934,1845,126,0,126,0,0,1719,18,0,0,0,0,30,30,0,1671,1845,48,0,0,0,0,1827,1845,1815,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,1815,30,0,30,0,0,30,1845,58,24,1715,1705,771,934,121.1,1705,43,1672,351,67,359,50,108,136,733,322,627,309,318,102.9,627,173,132,851,994,53.6,116.8,140,22,1181,98377
2020,3198,1498,1700,4296,91,0,91,0,0,4205,3,147,0,0,3,78,68,10,3974,4296,60,147,11,0,104,4143,4296,4127,3,0,0,0,0,147,0,41,88,18,0,0,0,0,0,0,0,0,0,3,3974,4127,169,0,57,0,11,169,4296,378,339,3455,3290,1590,1700,106.9,3290,98,3177,696,418,368,172,395,262,1121,651,948,373,575,154.2,948,258,39,2241,2055,40.6,91.7,1006,222,1984,98380
